ID	Value
htd12255	तब\N_NN से\PSP अनेक\N_NN बड़े\JJ फैशन\N_NN ईवेंट\N_NN और\CC_CCD ’\N_NN मिस्टर\N_NN इंटरनेशनल\N_NN ’\N_NN जैसे\DM_DMR कार्यक्रमों\N_NN की\PSP मेजबानी\N_NN भारत\N_NNP में\PSP हो\V_VM चुकी\V_VAUX है\V_VAUX ।\RD_PUNC
htd12256	इनके\DM_DMD माध्यम\N_NN से\PSP भारत\N_NNP देश\N_NN में\PSP ’\N_NN इन\DM_DMD बाउंड\N_NN टूरिज्म\N_NN ’\N_NN को\PSP लगातार\N_NN बढ़ावा\V_VM मिला\V_VAUX है\V_VAUX ।\RD_PUNC
htd12257	आगामी\N_NN वर्ष\N_NN में\PSP आयोजित\V_VM होने\V_VAUX जा\V_VAUX रहे\V_VAUX कॉमनवैल्थ\N_NNP गेम्स\N_NNP से\PSP भारतीय\JJ पर्यटन\N_NN को\PSP और\CC_CCD भी\RP_RPD बढ़ावा\V_VM मिलेगा\V_VAUX ।\RD_PUNC
htd12258	उम्मीद\N_NN है\V_VAUX भारत\N_NNP ’\N_NN डेस्टिनेशन\N_NN विद\N_NN डाइवर्सिटी\N_NN ’\N_NN के\PSP रूप\N_NN में\PSP उभरेगा\V_VM ।\RD_PUNC
htd12259	विजय\N_NNP दशमी\N_NNP अर्थात\N_NN दशहरा\N_NNP पर्व\N_NNP असत्य\N_NN पर\PSP सत्य\N_NN की\PSP जीत\N_NN तथा\CC_CCD बुराई\N_NN पर\PSP अच्छाई\N_NN के\PSP प्रतीक\N_NN के\PSP रूप\N_NN में\PSP मनाया\N_NN जाने\N_NN वाला\N_NN उत्तर\N_NST भारत\N_NNP का\PSP प्रमुख\JJ त्योहार\N_NN है\V_VM ।\RD_PUNC
htd12260	नौ\N_NNP दिनों\N_NN तक\PSP चलने\N_NN वाली\N_NN रामलीलाओं\N_NN के\PSP मंचन\N_NN में\PSP भगवान\N_NNP राम\N_NNP का\PSP जीवन\N_NN चरित्र\N_NN दिखाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12261	दशहरे\N_NNP के\PSP दिन\N_NN रावण\N_NNP ,\RD_PUNC कुंभकरण\N_NNP एवं\CC_CCD मेघनाथ\N_NNP के\PSP पुतले\N_NN जलाए\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12262	रामलीला\N_NNP को\PSP देखने\N_NN हजारों\N_NN दर्शक\N_NN पहुँचते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12263	भगवान\N_NNP राम\N_NNP के\PSP जयघोष\N_NN के\PSP साथ\N_NN ही\RP_RPD इस\DM_DMD पर्व\N_NN का\PSP समापन\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12264	कुल्लू\N_NNP (\RD_PUNC हिमाचल\N_NNP प्रदेश\N_NNP )\RD_PUNC का\PSP दशहरा\N_NNP भी\RP_RPD अपना\PR_PRF एक\QT_QTC विशिष्‍ट\JJ स्थान\N_NN रखता\V_VM है\V_VAUX ।\RD_PUNC
htd12265	प्रदेश\N_NN के\PSP भिन्न\N_NN -\RD_PUNC भिन्न\N_NN मंदिरों\N_NN से\PSP देवी\N_NN -\RD_PUNC देवताओं\N_NN की\PSP मूर्तियों\N_NN को\PSP पालकियों\N_NN एवं\CC_CCD डोलियों\N_NN में\PSP सजाकर\N_NN अत्यंत\JJ श्रद्धा\N_NN के\PSP साथ\N_NN कुल्लू\N_NNP के\PSP श्री\N_NNP रघुनाथ\N_NNP मंदिर\N_NNP लाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12266	कुल्लू\N_NNP में\PSP विशेष\JJ पूजा\N_NN -\RD_PUNC अर्चना\RD_ECH करने\N_NN की\PSP प्रथा\N_NN है\V_VM ।\RD_PUNC
htd12267	दशहरे\N_NNP के\PSP अवसर\N_NN पर\PSP कुल्लू\N_NNP के\PSP मैदान\N_NN में\PSP एक\QT_QTC भारी\N_NN मेला\N_NN भी\RP_RPD लगता\V_VM है\V_VAUX ।\RD_PUNC
htd12268	बाजारों\N_NN में\PSP सजी\JJ दुकानें\N_NN ,\RD_PUNC रंग\N_NN -\RD_PUNC बिरंगे\N_NN परिधानों\N_NN में\PSP ,\RD_PUNC बच्चों\N_NN महिलाओं\N_NN ,\RD_PUNC पुरुषों\N_NN एवं\CC_CCD बुजुर्गों\N_NN का\PSP उत्साह\N_NN देखते\V_VM ही\V_VAUX बनता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12269	दशहरे\N_NNP के\PSP अवसर\N_NN पर\PSP कुल्लू\N_NNP में\PSP गीत\N_NN -\RD_PUNC संगीत\RD_ECH एवं\CC_CCD लोकनृत्यों\N_NN की\PSP धूम\V_VM रहती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12270	कुल्लू\N_NNP का\PSP यह\DM_DMD उत्सव\N_NN दशहरे\N_NNP से\PSP शुरू\N_NN होकर\N_NN एक\QT_QTC हफ्‍ते\N_NN चलता\V_VM है\V_VAUX ।\RD_PUNC
htd12271	छत्तीसगढ़\N_NNP राज्य\N_NNP के\PSP बस्तर\N_NNP जिले\N_NNP के\PSP जगदलपुर\N_NNP में\PSP मनाए\N_NN जाने\N_NN वाले\N_NN दशहरे\N_NNP का\PSP स्वरूप\N_NN कुछ\PR_PRI हटकर\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd12272	राज्य\N_NN की\PSP अधिष्‍ठात्री\JJ देवी\N_NNP माँ\N_NNP दंतेश्‍वरी\N_NNP की\PSP शोभा\JJ यात्रा\N_NN दशहरे\N_NNP के\PSP त्योहार\N_NN का\PSP मुख्य\JJ आकर्षण\N_NN केंद्र\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
htd12273	दशहरे\N_NNP के\PSP अवसर\N_NN में\PSP माई\N_NNP दंतेश्‍वरी\N_NNP की\PSP डोली\N_NN को\PSP दंतेवाड़ा\N_NNP से\PSP जगदलपुर\N_NNP लाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12274	जगदलपुर\N_NNP में\PSP पूजा\N_NN अर्चना\N_NN के\PSP बाद\N_NN उसे\DM_DMD दंतेवाड़ा\N_NNP के\PSP लिए\PSP विदा\V_VM किया\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12275	दशहरा\N_NNP बस्तर\N_NNP वासियों\N_NN का\PSP प्रमुख\JJ त्योहार\N_NN है\V_VM ।\RD_PUNC
htd12276	बस्तर\N_NNP क्षेत्र\N_NN के\PSP कोने\N_NN -\RD_PUNC कोने\N_NN से\PSP आदिवासी\N_NN जगदलपुर\N_NNP आकर\N_NN दशहरे\N_NNP के\PSP आनंदोत्सव\N_NN में\PSP शामिल\V_VM होते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12277	कहते\V_VM हैं\V_VAUX 15वीं\QT_QTC शताब्दी\N_NN में\PSP काकातिया\N_NNP वंश\N_NNP के\PSP चौथे\QT_QTC राजा\N_NNP महाराज\N_NNP पुरुषोत्तम\N_NNP देव\N_NNP ने\PSP बस्तर\N_NN में\PSP दशहरे\N_NNP उत्सव\N_NN की\PSP शुरुआत\V_VM की\V_VAUX थी\V_VAUX ।\RD_PUNC
htd12278	कर्नाटक\N_NNP का\PSP मैसूर\N_NNP का\PSP दशहरा\N_NNP एक\QT_QTC अलग\JJ अंदाज\N_NN में\PSP मनाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12279	कहते\V_VM हैं\V_VAUX कि\CC_CCD चामुंडी\N_NNP देवी\N_NNP की\PSP महिषासुर\N_NNP राक्षस\N_NNP पर\PSP विजय\N_NN के\PSP प्रतीक\N_NN के\PSP रूप\N_NN में\PSP मैसूर\N_NNP के\PSP दशहरा\N_NNP का\PSP आरंभ\V_VM हुआ\V_VAUX ।\RD_PUNC
htd12280	इस\DM_DMD अवसर\N_NN पर\PSP मैसूर\N_NNP के\PSP राजमहल\N_NN से\PSP एक\QT_QTC शाही\JJ जुलूस\N_NN निकलता\V_VM है\V_VAUX ।\RD_PUNC
htd12281	मैसूर\N_NNP के\PSP इस\DM_DMD जुलूस\N_NN में\PSP भिन्न\N_NN -\RD_PUNC भिन्न\RD_ECH झाँकियों\N_NN के\PSP अलावा\N_NN सजे\JJ हाथी\N_NN विशेष\N_NN आकर्षण\N_NN का\PSP केंद्र\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12282	नवमी\N_NN के\PSP दिन\N_NN पूजा\N_NN के\PSP बाद\N_NN यह\DM_DMD जुलूस\N_NN महल\N_NN से\PSP शहर\N_NN के\PSP प्रमुख\JJ मार्गों\N_NN से\PSP होता\N_NN हुआ\V_VAUX ’\N_NN बन्नी\N_NNP मंडप\N_NNP ’\N_NN पहुँचता\V_VM है\V_VAUX ।\RD_PUNC
htd12283	बन्नी\N_NNP मंडप\N_NNP में\PSP रात्रि\N_NN में\PSP ’\N_NN टॉर्च\JJ परेड\N_NN ’\N_NN और\CC_CCD ’\N_NN पुलिस\N_NN बैंड\N_NN ’\N_NN की\PSP आर्कषक\N_NN धुनें\N_NN एकत्रित\JJ जनसमूह\N_NN का\PSP मन\N_NN मोह\V_VM लेती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12284	पं.\N_NNP बंगाल\N_NNP में\PSP दशहरे\N_NNP पर\PSP नौ\QT_QTC दिनों\N_NN तक\PSP चलने\N_NN वाली\N_NN दुर्गा\N_NNP पूजा\N_NNP के\PSP पश्‍चात\N_NST माँ\N_NNP दुर्गा\N_NNP की\PSP मूर्तियों\N_NN को\PSP समुद्र\N_NN तथा\CC_CCD नदियों\N_NN में\PSP आदर\JJ सहित\N_NN विसर्जित\V_VM करने\V_VAUX की\V_VAUX परम्परा\V_VAUX है\V_VAUX ।\RD_PUNC
htd12285	आओ\V_VM आज\N_NN हम\PR_PRP तुम्हें\PR_PRP त्रिशूल\N_NNP पर्वत\N_NNP शिखर\N_NNP के\PSP विषय\N_NN में\PSP बताते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12286	तुमने\PR_PRP भगवान\N_NNP शंकर\N_NNP की\PSP प्रतिमा\N_NN और\CC_CCD उनके\PR_PRP चित्र\N_NN अनेक\N_NN बार\N_NN देखे\V_VM होंगे\V_VAUX ।\RD_PUNC
htd12287	उनमें\DM_DMD भगवान\N_NN के\PSP हाथ\N_NN में\PSP उनका\PR_PRP शस्‍त्र\N_NN त्रिशूल\N_NN अवश्य\N_NN देखा\V_VM होगा\V_VAUX ।\RD_PUNC
htd12288	हिमालय\N_NNP की\PSP पर्वत\N_NN माला\N_NN में\PSP स्थित\N_NN एक\QT_QTC हिम\N_NNP शिखर\N_NNP का\PSP नाम\N_NN उसी\DM_DMD त्रिशूल\N_NN के\PSP आधार\N_NN पर\PSP पड़ा\V_VM है\V_VAUX ।\RD_PUNC
htd12289	तुम\PR_PRP सोचोगे\N_NN क्या\PR_PRQ यह\DM_DMD पीक\N_NN त्रिशूल\N_NN के\PSP समान\N_NN दिखाई\V_VM पड़ती\V_VAUX है\V_VAUX ?\RD_PUNC
htd12290	त्रिशूल\N_NNP पीक\N_NNP भगवान\N_NN के\PSP त्रिशूल\N_NN की\PSP तरह\N_NN तो\RP_RPD नहीं\RP_NEG दिखती\V_VM ,\RD_PUNC किन्तु\CC_CCS त्रिशूल\N_NN के\PSP समान\N_NN इसके\DM_DMD तीन\QT_QTC शिखर\N_NN अवश्य\N_NN हैं\V_VM ।\RD_PUNC
htd12291	इन्हें\DM_DMD त्रिशूल\N_NNP प्रथम\N_NNP ,\RD_PUNC त्रिशूल\N_NNP द्वितीय\N_NNP और\CC_CCD त्रिशूल\N_NNP तृतीय\N_NNP कहा\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12292	सबसे\RB ऊँचा\JJ शिखर\N_NN त्रिशूल\N_NNP प्रथम\N_NNP है\V_VM ।\RD_PUNC
htd12293	समुद्रतल\N_NN से\PSP त्रिशूल\N_NNP प्रथम\N_NNP की\PSP ऊँचाई\N_NN 7,120\QT_QTC मीटर\QT_QTF है\V_VM ।\RD_PUNC
htd12294	द्वितीय\QT_QTC और\CC_CCD तृतीय\QT_QTC शिखर\N_NN क्रमश:\N_NN 6,690\QT_QTC मीटर\QT_QTF और\CC_CCD 6,007\QT_QTC मीटर\QT_QTF ऊँचे\JJ हैं\V_VM ।\RD_PUNC
htd12295	एक\QT_QTC बात\N_NN और\CC_CCD बताएँ\V_VM ,\RD_PUNC यह\DM_DMD तीनों\N_NN शिखर\N_NN एक\QT_QTC रिज\N_NN के\PSP माध्यम\N_NN से\PSP आपस\PR_PRC में\PSP जुड़े\V_VM हैं\V_VAUX ।\RD_PUNC
htd12296	त्रिशूल\N_NNP पीक\N_NNP उत्तराखंड\N_NNP के\PSP बागेश्‍वर\N_NNP जिले\N_NNP में\PSP स्थित\N_NN है\V_VM ।\RD_PUNC
htd12297	बागेश्‍वर\N_NNP कुमाऊँ\N_NNP के\PSP पश्‍चिमी\N_NST भाग\N_NN में\PSP है\V_VM ।\RD_PUNC
htd12298	बागेश्‍वर\N_NNP में\PSP इस\DM_DMD हिमशिखर\N_NN को\PSP पवित्र\JJ माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12299	पता\V_VM है\V_VAUX ,\RD_PUNC आरम्भ\N_NN में\PSP जब\PR_PRL इस\DM_DMD पीक\N_NN पर\PSP चढ़ने\N_NN के\PSP प्रयास\N_NN शुरू\N_NN हुए\N_NN तो\RP_RPD वहाँ\DM_DMD के\PSP पोर्टर\N_NNP त्रिशूल\N_NNP शिखर\N_NNP पर\PSP चढ़ने\N_NN से\PSP मना\V_VM कर\V_VAUX देते\V_VAUX थे\V_VAUX ।\RD_PUNC
htd12300	इनकी\DM_DMD नजरों\N_NN में\PSP तो\RP_RPD त्रिशूल\N_NNP पीक\N_NNP एक\QT_QTC पवित्र\JJ और\CC_CCD पूजनीय\JJ पर्वतचोटी\N_NN है\V_VM ।\RD_PUNC
htd12301	कई\PR_PRI प्रयासों\N_NN के\PSP बाद\N_NN त्रिशूल\N_NNP पीक\N_NNP पर\PSP पहुँचने\N_NN का\PSP पहला\QT_QTO प्रयास\N_NN 1907\QT_QTC में\PSP हुआ\V_VM था\V_VAUX ।\RD_PUNC
htd12302	तब\CC_CCS टी.जी.\N_NN लॉन्गस्टाफ\N_NN अपने\PR_PRF साथ\N_NN दो\QT_QTC अन्य\N_NN ब्रिटिश\JJ पर्वतारोहियों\N_NN ,\RD_PUNC कुछ\PR_PRI गाइड\N_NN और\CC_CCD पोर्टरों\N_NN के\PSP साथ\N_NN इस\DM_DMD शिखर\N_NN को\PSP स्पर्श\N_NN करने\N_NN में\PSP कामयाब\V_VM हुए\V_VAUX थे\V_VAUX ।\RD_PUNC
htd12303	उन्होंने\PR_PRP घाटी\N_NN से\PSP होकर\N_NN त्रिशूल\N_NNP हिमनद\N_NNP का\PSP मार्ग\N_NN चुना\V_VM था\V_VAUX ।\RD_PUNC
htd12304	रास्ते\N_NN में\PSP उन्हें\PR_PRL कुछ\PR_PRI स्थानों\N_NN पर\PSP बर्फ़ीले\JJ तूफानों\N_NN का\PSP सामना\V_VM भी\RP_RPD करना\V_VAUX पड़ा\V_VAUX था\V_VAUX ,\RD_PUNC लेकिन\CC_CCS उन्होंने\PR_PRP हिम्मत\N_NN नहीं\RP_NEG हारी\V_VM ।\RD_PUNC
htd12305	एक\QT_QTC विशेष\JJ बात\N_NN यह\DM_DMD है\V_VM कि\PSP तब\N_NN हिमालय\N_NNP के\PSP हिमशिखरों\N_NN में\PSP त्रिशूल\N_NNP सबसे\RB ऊँची\JJ पीक\N_NN थी\V_VM ।\RD_PUNC
htd12306	इस\DM_DMD पर\PSP इंसान\N_NN ने\PSP फतह\V_VM पाई\V_VAUX थी\V_VAUX अर्थात\N_NN उस\PR_PRP समय\N_NN तक\PSP त्रिशूल\N_NNP से\PSP ऊँची\N_NN किसी\PR_PRI चोटी\N_NN को\PSP इंसान\N_NN छू\V_VM नहीं\RP_NEG सका\V_VAUX था\V_VAUX ।\RD_PUNC
htd12307	एक\QT_QTC रोचक\JJ बात\N_NN और\CC_CCD बताएँ\V_VM ,\RD_PUNC 1987\QT_QTC में\PSP यूगोस्लाविया\N_NNP के\PSP एक\QT_QTC अभियान\N_NN में\PSP पर्वतारोहियों\N_NN ने\PSP एक\QT_QTC साथ\N_NN तीनों\N_NN चोटियों\N_NN के\PSP रिज\N_NN को\PSP पार\V_VM किया\V_VAUX ।\RD_PUNC
htd12308	पर्वतों\N_NN पर\PSP चढ़ाई\N_NN के\PSP दौरान\N_NN उन्हें\PR_PRP कहीं\PR_PRI -\RD_PUNC कहीं\RD_ECH बर्फ़\N_NN की\PSP दीवार\N_NN जैसे\N_NN पहाड़\N_NN भी\RP_RPD पार\V_VM करने\V_VAUX पड़े\V_VAUX ।\RD_PUNC
htd12309	इसके\DM_DMD लिए\PSP इन\DM_DMD पर्वतारोहियों\N_NN को\PSP बर्फ़\N_NN की\PSP कुल्हाड़ी\N_NN से\PSP रास्ता\N_NN बना\V_VM -\RD_PUNC बना\RD_ECH कर\N_NN चढ़ना\V_VM पड़ता\V_VAUX था\V_VAUX ।\RD_PUNC
htd12310	आश्‍चर्य\N_NN की\PSP बात\N_NN यह\DM_DMD है\V_VM कि\PSP इस\DM_DMD अभियान\N_NN के\PSP दो\QT_QTC सदस्यों\N_NN ने\PSP त्रिशूल\N_NNP शिखर\N_NNP से\PSP पैराग्लाइडिंग\N_NN भी\RP_RPD की\V_VM थी\V_VAUX ।\RD_PUNC
htd12311	त्रिशूल\N_NNP समूह\N_NN पर\PSP पर्वतारोहण\N_NN के\PSP लिए\PSP कुमाऊँ\N_NNP में\PSP अल्मोड़ा\N_NNP ,\RD_PUNC कौसानी\N_NN ,\RD_PUNC ग्वालदम\N_NNP ,\RD_PUNC देबाल\N_NNP ,\RD_PUNC बेदिनी\N_NNP बुग्याल\N_NNP और\CC_CCD रूपकुंड\N_NNP होकर\N_NN बेस\N_NN कैम्प\N_NN जाना\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12312	यह\DM_DMD तो\RP_RPD तुम\PR_PRP जानते\N_NN हो\N_NN हर\N_NN व्यक्‍ति\N_NN पर्वतारोहण\V_VM नहीं\RP_NEG कर\V_VAUX सकता\V_VAUX ।\RD_PUNC
htd12313	हिमालय\N_NNP की\PSP इस\DM_DMD पवित्र\JJ चोटी\N_NN को\PSP देखने\N_NN की\PSP चाह\N_NN हर\N_NN इंसान\N_NN की\PSP होती\N_NN है\V_VM ।\RD_PUNC
htd12314	इसलिए\CC_CCS त्रिशूल\N_NNP पीक\N_NNP के\PSP मनोरम\JJ स्वरूप\N_NN को\PSP देखना\N_NN हो\N_NN तो\RP_RPD तुम\PR_PRP कौसानी\N_NNP जा\V_VM सकते\V_VAUX हो\V_VAUX ।\RD_PUNC
htd12315	कौसानी\N_NNP में\PSP अनेक\N_NN व्यू\N_NN पॉइंट\N_NN हैं\V_VM ,\RD_PUNC जहाँ\PR_PRL से\PSP त्रिशूल\N_NNP हिमशिखर\N_NNP को\PSP देखा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12316	सोच\V_VM लो\V_VAUX त्रिशूल\N_NNP पर्वत\N_NNP शिखर\N_NNP के\PSP बर्फ़\N_NN से\PSP ढके\N_NN तीनों\QT_QTC शिखर\N_NN देख\N_NN तुम्हारा\PR_PRP मन\N_NN भी\RP_RPD बड़े\N_NN होकर\N_NN पर्वतारोही\N_NN बनने\V_VM को\V_VAUX करने\V_VAUX लगेगा\V_VAUX ।\RD_PUNC
htd12317	उस\PR_PRP समय\N_NN मणिपुर\N_NNP से\PSP बंगाल\N_NNP की\PSP यात्रा\N_NN का\PSP सबसे\RB सीधा\JJ मार्ग\N_NN ’\N_NN कछार\N_NNP ’\N_NN होकर\N_NN जाता\V_VM था\V_VAUX ।\RD_PUNC
htd12318	भाग्यचंद्र\N_NNP भी\RP_RPD उसी\PR_PRP मार्ग\N_NN का\PSP उपयोग\V_VM करना\V_VAUX चाहते\V_VAUX थे\V_VAUX ।\RD_PUNC
htd12319	कछार\N_NNP के\PSP राजा\N_NN को\PSP यह\DM_DMD स्वीकार\V_VM नहीं\RP_NEG हुआ\V_VAUX ।\RD_PUNC
htd12320	उसने\PR_PRP महाराज\N_NN के\PSP दो\QT_QTC संदेशवाहकों\N_NN को\PSP मरवा\V_VM डाला\V_VAUX और\CC_CCD उन्हें\PR_PRP भी\RP_RPD दुष्परिणाम\N_NN भुगतने\N_NN की\PSP चेतावनी\V_VM दी\V_VAUX ।\RD_PUNC
htd12321	इस\DM_DMD परिस्थिति\N_NN में\PSP महाराज\N_NNP भाग्यचंद्र\N_NNP को\PSP कछार\N_NNP के\PSP दक्षिणी\N_NST जंगल\N_NN का\PSP मार्ग\N_NN पकड़\V_VM कर\V_VAUX श्रीहट्‍ट\N_NNP (\RD_PUNC सिल्हट\N_NNP )\RD_PUNC की\PSP ओर\N_NN रुख\V_VM करना\V_VAUX पड़ा\V_VAUX ।\RD_PUNC
htd12322	श्रीहट्‍ट\N_NNP का\PSP यह\DM_DMD रास्ता\N_NN ऐसा\DM_DMR विकट\V_VM था\V_VAUX कि\PSP उस\PR_PRP पर\PSP हाथी\N_NN की\PSP सवारी\V_VM नहीं\RP_NEG की\V_VAUX जा\V_VAUX सकती\V_VAUX थी\V_VAUX ।\RD_PUNC
htd12323	महाराज\N_NNP को\PSP घोड़े\N_NN की\PSP पीठ\N_NN पर\PSP यात्रा\V_VM करनी\V_VAUX पड़ी\V_VAUX ।\RD_PUNC
htd12324	अंग्रेज\JJ अधिकारी\N_NN ,\RD_PUNC फ्रांसिस\N_NNP हेमिल्टन\N_NNP ने\PSP ,\RD_PUNC एकाउंट\N_NNP ऑफ\N_NNP असम\N_NNP में\PSP महाराज\N_NNP भाग्यचंद्र\N_NNP के\PSP साथ\N_NN इस\DM_DMD यात्रा\N_NN में\PSP जाने\N_NN वाले\N_NN लोगों\N_NN की\PSP संख्या\N_NN सात\QT_QTC सौ\QT_QTC बताई\V_VM है\V_VAUX ।\RD_PUNC
htd12325	भाग्यचंद्र\N_NNP की\PSP इस\DM_DMD यात्रा\N_NN में\PSP केवल\JJ भारवाही\N_NN ही\RP_RPD तीन\QT_QTC सौ\QT_QTC थे\V_VM ।\RD_PUNC
htd12326	महाराज\N_NNP भाग्यचंद्र\N_NNP की\PSP इस\DM_DMD यात्रा\N_NN का\PSP वृत्‍तांत\N_NN लावण्यचंद्र\N_NNP की\PSP पहल\N_NN पर\PSP लिखा\V_VM गया\V_VAUX ।\RD_PUNC
htd12327	नवचाँद\N_NNP ,\RD_PUNC हरिचरण\N_NNP और\CC_CCD माधवराव\N_NNP वाहेड\N_NNP बा\N_NNP ने\PSP इस\DM_DMD यात्रा\N_NN का\PSP विवरण\N_NN खगेंद्र\N_NNP मिनाबा\N_NNP ,\RD_PUNC हरिचरण\N_NNP खागेंबा\N_NNP ,\RD_PUNC वीरमणि\N_NNP लौरेंबा\N_NNP और\CC_CCD खोड्‍चोन\N_NNP अहैबा\N_NNP को\PSP बताया\V_VM ।\RD_PUNC
htd12328	इन्होंने\DM_DMD मिलकर\N_NN भाग्यचंद्र\N_NNP का\PSP यह\DM_DMD यात्रावृत्‍त\N_NN तैयार\V_VM किया\V_VAUX ।\RD_PUNC
htd12329	इस\DM_DMD यात्रावृत्‍त\N_NN के\PSP प्रकाशित\JJ रूप\N_NN में\PSP पुस्तक\N_NN के\PSP अंत\N_NN में\PSP संपादक\N_NN ने\PSP कठिन\JJ शब्दों\N_NN के\PSP अर्थ\N_NN भी\RP_RPD वर्ण\N_NN क्रमानुसार\N_NN दिए\V_VM हैं\V_VAUX ।\RD_PUNC
htd12330	इससे\DM_DMD मणिपुरी\JJ भाषा\N_NN के\PSP वर्तमान\JJ रूप\N_NN के\PSP अभ्यस्त\JJ पाठकों\N_NN के\PSP लिए\PSP इस\DM_DMD यात्रावृत्‍त\N_NN को\PSP समझना\N_NN आसान\V_VM हो\V_VAUX गया\V_VAUX है\V_VAUX ।\RD_PUNC
htd12331	आधुनिक\JJ मणिपुरी\JJ यात्रा\N_NN साहित्य\N_NN की\PSP नींव\N_NN रखने\N_NN का\PSP श्रेय\N_NN जननेता\N_NN हिजम\N_NNP इरावत\N_NNP के\PSP सन्‌\N_NN 1937\QT_QTC में\PSP छपे\N_NN एक\QT_QTC यात्रा\N_NN -\RD_PUNC लेख\N_NN को\PSP है\V_VM ।\RD_PUNC
htd12332	मांडलेगी\N_NNP खोड्‍\N_NNP फम\N_NNP (\RD_PUNC मांडले\N_NNP की\PSP यात्रा\N_NN )\RD_PUNC शीर्षक\N_NN यह\DM_DMD लेख\N_NN उसी\DM_DMD वर्ष\N_NN 28\QT_QTC फरवरी\N_NNP से\PSP 2\QT_QTC मार्च\N_NNP तक\PSP मांडले\N_NNP में\PSP सपन्न\N_NN हुए\N_NN ``\RD_PUNC निखिल\N_NNP हिंदू\N_NNP मणिपुरी\JJ महासभा\N_NN ``\RD_PUNC के\PSP तीसरे\QT_QTC अधिवेशन\N_NN में\PSP शामिल\N_NN होने\N_NN के\PSP लिए\PSP इरावत\N_NN द्वारा\N_NN की\V_VM गई\V_VAUX यात्रा\N_NN का\PSP विवरण\N_NN है\V_VM ।\RD_PUNC
htd12333	यह\DM_DMD यात्रा\N_NN 18\QT_QTC फरवरी\N_NNP ,\RD_PUNC 1937\QT_QTC ,\RD_PUNC बृहस्पतिवार\N_NNP को\PSP वट्‍टग्राम\N_NNP से\PSP पानी\N_NN के\PSP जहाज\N_NN द्वारा\N_NN शुरू\V_VM हुई\V_VAUX थी\V_VAUX ।\RD_PUNC
htd12334	इरावत\N_NNP ने\PSP इस\DM_DMD बात\N_NN पर\PSP विशेष\JJ ध्यान\V_VM दिया\V_VAUX कि\PSP जहाज\N_NN में\PSP होटल\N_NN भी\RP_RPD हिंदू\N_NNP और\CC_CCD मुसलमान\N_NNP के\PSP नाम\N_NN पर\PSP (\RD_PUNC हिंदू\JJ होटल\N_NN ,\RD_PUNC मुसलमान\JJ होटल\N_NN )\RD_PUNC थे\V_VM ।\RD_PUNC
htd12335	गलियारों\N_NN का\PSP नामकरण\N_NN भी\RP_RPD धर्मों\N_NN के\PSP आधार\N_NN पर\PSP किया\V_VM था\V_VAUX ।\RD_PUNC
htd12336	इन\DM_DMD दिनों\N_NN ट्रेकिंग\N_NN और\CC_CCD शिलारोहण\N_NN (\RD_PUNC रॉक\N_NN क्लाइमिंग\N_NN )\RD_PUNC की\PSP गतिविधियों\N_NN से\PSP जुड़े\N_NN हुए\N_NN कई\PR_PRI क्लब\N_NN अस्तित्त्व\N_NN में\PSP आ\V_VM गए\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12337	ये\DM_DMD क्लब\N_NN अपने\PR_PRF सदस्यों\N_NN को\PSP पर्वतों\N_NN पर\PSP ट्रेकिंग\N_NN और\CC_CCD रॉक\N_NN क्लाइमिंग\N_NN के\PSP लिए\PSP ले\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12338	इन\DM_DMD गतिविधियों\N_NN में\PSP निपुणता\N_NN प्राप्‍त\N_NN करने\N_NN के\PSP बाद\N_NN सदस्यों\N_NN को\PSP ऊँचे\JJ पर्वत\N_NN स्थलों\N_NN पर\PSP आरोहण\N_NN करने\N_NN के\PSP लिए\PSP ले\V_VM जाया\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
